,NomeCidade,MediaSalarialGeral,SalMed_ExecGeral,SalMed_GerenteIntGeral,SalMed_FuncGeral,SalMed_TrabalhadorGeral
3846,Argonay,15.3,24.0,15.6,12.0,12.0
3847,Ayse,15.5,27.0,14.8,11.8,12.4
3848,La Balme-de-Sillingy,14.1,23.3,15.4,10.8,11.7
3849,Beaumont,13.8,22.9,13.2,11.4,11.9
3850,Bonne,13.5,22.3,14.6,10.7,11.7
3851,Bonneville,12.5,23.0,14.4,10.5,11.3
3852,Bons-en-Chablais,13.0,23.5,15.0,10.3,11.4
3853,Chamonix-Mont-Blanc,12.8,24.0,13.5,10.5,12.2
3854,Chavanod,15.0,22.9,15.7,11.5,12.1
3855,Chens-sur-Léman,12.7,20.3,14.7,10.5,11.6
3856,Cluses,12.7,22.7,14.8,10.7,11.3
3857,Collonges-sous-Salève,13.6,25.8,13.1,10.1,12.1
3858,Combloux,13.8,25.0,13.9,10.8,12.1
3859,Cran-Gevrier,12.7,21.8,14.2,10.6,11.0
3860,Cranves-Sales,13.6,25.4,14.9,10.5,10.6
3861,Cruseilles,13.2,22.8,14.0,10.5,11.3
3862,Doussard,14.6,23.8,15.6,10.8,12.0
3863,Douvaine,12.5,23.8,13.7,10.5,11.1
3864,Épagny,14.9,24.8,14.4,11.4,11.8
3865,Étrembières,11.7,21.1,13.2,10.0,11.0
3866,Évian-les-Bains,13.2,25.4,14.7,10.4,12.0
3867,Faverges,12.9,22.1,15.0,10.2,11.9
3868,Fillinges,14.4,24.3,14.3,11.1,12.1
3869,Gaillard,11.7,24.1,14.0,9.7,10.6
3870,Le Grand-Bornand,12.6,22.6,13.7,10.4,12.4
3871,Groisy,15.2,27.0,16.2,11.3,12.2
3872,Les Houches,13.4,26.7,14.2,11.0,12.6
3873,Lugrin,13.7,20.6,18.1,10.8,12.8
3874,Magland,13.5,23.9,15.1,10.7,12.2
3875,Marignier,14.2,25.1,15.0,11.2,12.4
3876,Marnaz,13.6,24.9,14.6,11.0,12.1
3877,Megève,14.0,25.6,14.0,11.0,12.3
3878,Messery,14.0,26.1,14.3,10.3,11.6
3879,Metz-Tessy,15.3,24.1,15.5,11.1,12.6
3880,Meythet,12.8,20.2,14.3,10.7,11.8
3881,Mieussy,13.8,22.5,14.7,10.9,12.4
3882,Monnetier-Mornex,13.5,21.7,15.2,10.8,10.6
3883,Morzine,12.3,22.9,13.8,10.6,11.4
3884,Neuvecelle,15.7,28.0,17.1,10.9,12.8
3885,Passy,13.9,25.2,14.8,10.8,12.4
3886,Pers-Jussy,13.7,23.1,14.3,10.8,11.6
3887,Poisy,15.3,25.0,15.2,11.4,11.9
3888,Pringy,16.0,26.1,14.8,11.4,12.3
3889,Publier,14.4,25.5,16.9,10.8,12.9
3890,Reignier-Ésery,14.1,25.7,14.3,10.8,11.5
3891,La Roche-sur-Foron,13.6,23.1,14.4,11.1,11.3
3892,Rumilly,12.7,21.8,14.2,10.3,11.6
3893,Saint-Cergues,13.4,24.6,16.2,10.2,11.4
3894,Saint-Félix,13.0,22.7,14.3,10.8,11.4
3895,Saint-Gervais-les-Bains,12.9,22.8,13.8,10.5,12.2
3896,Saint-Jeoire,12.3,21.2,14.1,10.1,11.4
3897,Saint-Jorioz,16.4,28.6,15.0,10.8,12.1
3898,Saint-Julien-en-Genevois,12.5,24.7,13.0,10.0,10.7
3899,Saint-Martin-Bellevue,16.8,26.6,16.1,11.7,12.2
3900,Saint-Paul-en-Chablais,13.9,27.4,14.8,10.6,12.6
3901,Saint-Pierre-en-Faucigny,13.7,23.4,14.6,11.4,11.8
3902,Sallanches,13.4,23.0,14.6,10.7,11.8
3903,Samoëns,12.7,21.3,14.2,10.1,11.6
3904,Sciez,13.5,24.9,14.0,10.8,11.8
3905,Scionzier,12.8,22.9,14.8,10.8,11.8
3906,Sévrier,17.3,29.6,15.8,11.3,13.1
3907,Seynod,13.9,23.4,14.5,10.9,11.5
3908,Seyssel,12.5,21.0,14.5,10.1,11.5
3909,Sillingy,14.1,22.1,15.4,10.9,12.4
3910,Taninges,13.4,22.3,14.4,10.5,12.3
3911,Thyez,14.0,24.1,15.6,11.1,11.8
3912,Thônes,13.1,23.0,13.9,10.8,12.1
3913,Thonon-les-Bains,12.9,22.7,15.5,10.3,11.8
3914,Thorens-Glières,14.1,23.8,13.9,10.7,11.7
3915,Valleiry,12.2,20.4,14.5,10.2,11.4
3916,Veigy-Foncenex,13.3,25.4,16.3,10.2,11.5
3917,Vétraz-Monthoux,13.8,25.4,14.7,11.2,11.0
3918,Veyrier-du-Lac,24.4,37.3,15.7,13.0,12.5
3919,Villaz,16.4,25.7,15.4,11.2,12.0
3920,Ville-la-Grand,12.1,21.6,14.0,10.2,10.9
3921,Viry,12.9,20.6,15.1,10.1,11.2
3922,Viuz-en-Sallaz,13.6,24.6,14.3,10.3,12.1
3923,Paris,22.2,31.9,17.2,12.3,13.2
3924,Amfreville-la-Mi-Voie,13.4,22.5,14.0,10.4,11.8
3925,Arques-la-Bataille,12.4,24.8,13.8,9.8,11.1
3926,Aumale,11.5,21.7,13.4,9.8,10.7
3927,Barentin,12.7,22.2,14.8,10.7,11.2
3928,Bihorel,17.0,29.1,15.6,11.0,11.3
3929,Blangy-sur-Bresle,11.9,27.2,14.9,10.1,10.8
3930,Bonsecours,16.2,27.6,15.0,11.2,11.6
3931,Bois-Guillaume,20.1,29.9,15.6,11.6,13.2
3932,Bolbec,12.3,22.5,15.2,10.0,11.6
3933,Boos,14.8,23.0,15.4,11.0,12.6
3934,Canteleu,12.0,20.9,14.0,9.9,10.7
3935,Cany-Barville,14.3,28.9,18.6,9.7,10.6
3936,Caudebec-en-Caux,14.4,29.7,15.6,10.3,12.3
3937,Caudebec-lès-Elbeuf,12.3,21.4,14.5,10.3,11.3
3938,Cléon,12.6,22.6,15.1,10.8,11.5
3939,Criel-sur-Mer,14.0,29.7,15.1,10.1,11.4
3940,Criquetot-l'Esneval,14.4,24.9,16.7,10.4,13.3
3941,Darnétal,12.1,21.8,13.9,9.9,10.6
3942,Déville-lès-Rouen,12.1,20.2,13.7,10.1,11.0
3943,Dieppe,12.4,25.2,13.9,9.9,10.5
3944,Doudeville,13.4,22.7,16.8,10.0,10.8
3945,Duclair,13.1,23.6,15.4,10.2,11.3
3946,Elbeuf,11.9,21.3,13.9,10.0,10.8
3947,Envermeu,12.6,25.7,15.2,9.8,10.5
3948,Épouville,15.4,25.6,17.0,11.2,14.0
3949,Eu,13.9,27.7,15.1,10.4,11.3
3950,Fauville-en-Caux,13.3,23.8,16.7,9.8,11.5
3951,Fécamp,11.9,22.2,14.1,9.8,10.9
3952,Fontaine-la-Mallet,19.7,29.8,17.3,11.4,15.9
3953,Forges-les-Eaux,12.3,22.1,14.1,10.2,10.9
3954,La Frénaye,15.7,25.8,17.5,10.8,14.2
3955,Gainneville,15.0,23.4,16.7,11.1,14.1
3956,Goderville,13.5,23.2,15.5,10.4,12.4
3957,Gonfreville-l'Orcher,12.5,22.9,15.1,10.3,11.9
3958,Gournay-en-Bray,12.0,24.6,14.5,9.7,11.3
3959,Grand-Couronne,12.8,23.1,14.7,10.3,11.4
3960,Le Grand-Quevilly,12.2,21.6,14.0,10.4,11.3
3961,Gruchet-le-Valasse,13.3,21.2,16.0,10.1,12.5
3962,Harfleur,12.9,22.4,15.4,10.5,12.5
3963,Le Havre,13.5,23.9,14.9,10.4,12.4
3964,Le Houlme,12.0,21.7,14.0,10.2,11.0
3965,Houppeville,17.4,25.2,15.9,12.6,12.4
3966,Isneauville,19.2,27.6,16.6,12.8,11.7
3967,Lillebonne,13.2,25.9,16.4,10.1,11.7
3968,La Londe,16.2,25.9,16.4,11.6,12.7
3969,Luneray,12.8,28.2,16.9,10.0,10.5
3970,La Mailleraye-sur-Seine,13.4,23.1,15.6,10.1,11.9
3971,Malaunay,13.7,23.5,14.8,10.8,11.6
3972,Maromme,11.8,21.8,13.7,9.9,10.8
3973,Le Mesnil-Esnard,18.1,28.3,15.7,11.2,12.6
3974,Montivilliers,14.9,26.0,16.3,11.0,12.9
3975,Mont-Saint-Aignan,17.9,29.4,14.9,11.1,11.3
3976,Montville,13.5,24.3,14.9,10.5,11.4
3977,Neufchâtel-en-Bray,11.7,20.1,13.2,10.4,10.5
3978,La Neuville-Chant-d'Oisel,16.3,24.8,15.7,11.4,12.7
3979,Notre-Dame-de-Bondeville,13.4,22.2,14.5,10.4,11.1
3980,Franqueville-Saint-Pierre,17.5,26.8,15.3,11.7,12.9
3981,Notre-Dame-de-Gravenchon,14.5,26.6,17.2,10.9,13.0
3982,Octeville-sur-Mer,17.9,28.4,17.5,11.8,15.3
3983,Offranville,14.4,27.7,15.3,10.9,11.5
3984,Oissel,12.5,21.4,14.7,10.2,11.3
3985,Pavilly,12.6,23.1,14.3,10.3,11.3
3986,Petit-Couronne,12.9,22.0,14.7,10.4,11.5
3987,Le Petit-Quevilly,11.9,20.5,13.8,10.0,10.8
3988,Quincampoix,18.0,27.4,16.6,12.1,13.0
3989,Rouen,14.1,23.5,13.8,10.3,10.6
3990,Sainte-Adresse,20.5,30.2,16.7,12.2,19.0
3991,Saint-Aubin-lès-Elbeuf,13.0,21.8,15.1,10.7,11.9
3992,Saint-Étienne-du-Rouvray,12.3,20.9,14.5,10.3,11.2
3993,Saint-Jacques-sur-Darnétal,16.6,27.0,16.1,11.8,11.7
3994,Saint-Léger-du-Bourg-Denis,14.0,22.4,14.4,10.7,11.6
3995,Saint-Nicolas-d'Aliermont,12.3,26.3,14.3,9.8,10.7
3996,Saint-Pierre-de-Varengeville,15.0,24.1,15.3,11.2,12.5
3997,Saint-Pierre-lès-Elbeuf,13.3,22.4,15.2,10.6,12.0
3998,Saint-Romain-de-Colbosc,14.9,24.4,16.6,11.0,12.9
3999,Saint-Saëns,12.2,26.2,14.3,10.0,10.7
4000,Saint-Valery-en-Caux,15.8,27.6,17.7,9.7,10.9
4001,Sotteville-lès-Rouen,13.1,22.1,14.3,10.5,11.1
4002,Tourville-la-Rivière,13.5,22.1,14.6,10.6,12.0
4003,Le Trait,12.7,22.8,15.3,10.2,11.6
4004,Le Tréport,11.8,24.9,14.5,9.6,11.0
4005,Yerville,12.5,24.1,14.4,10.1,11.1
4006,Yvetot,13.1,24.9,14.7,10.1,11.0
4007,Annet-sur-Marne,17.8,26.6,16.6,13.3,13.3
4008,Avon,15.6,25.0,15.0,11.3,11.4
4009,Bailly-Romainvilliers,15.8,25.3,15.4,11.3,12.9
4010,Bois-le-Roi,22.1,29.9,17.9,13.2,14.2
4011,Boissise-le-Roi,17.9,27.3,16.3,12.2,12.8
4012,Boissy-le-Châtel,14.2,24.2,15.0,10.9,12.4
4013,Bourron-Marlotte,22.1,36.6,17.9,15.2,11.7
4014,Bray-sur-Seine,12.5,23.3,17.0,10.0,10.4
4015,Brie-Comte-Robert,15.0,25.1,15.6,11.5,12.1
4016,Brou-sur-Chantereine,14.5,23.3,15.4,11.8,12.1
4017,Bussy-Saint-Georges,17.4,26.2,15.6,11.9,12.8
4018,Cannes-Écluse,13.7,23.3,15.4,11.2,12.0
4019,Cesson,16.7,24.9,16.3,12.2,12.8
4020,Champagne-sur-Seine,13.2,23.0,14.8,10.6,11.6
4021,Champs-sur-Marne,15.4,24.1,15.1,11.5,11.6
4022,Chanteloup-en-Brie,16.4,24.0,15.4,12.4,12.4
4023,La Chapelle-la-Reine,14.3,24.3,15.2,11.4,11.9
4024,Chartrettes,19.4,27.7,17.4,12.4,13.0
4025,Château-Landon,13.5,24.1,14.4,10.6,11.7
4026,Le Châtelet-en-Brie,15.5,25.3,16.2,11.5,12.6
4027,Chaumes-en-Brie,15.7,25.5,16.0,12.0,12.3
4028,Chelles,15.0,24.2,15.6,11.5,12.0
4029,Chessy,16.6,26.1,15.8,11.9,12.2
4030,Chevry-Cossigny,16.8,25.6,16.6,12.9,12.9
4031,Claye-Souilly,16.1,26.1,15.9,12.1,12.6
4032,Collégien,16.3,24.5,16.2,12.2,12.8
4033,Combs-la-Ville,15.3,23.9,15.7,11.6,12.0
4034,Coubert,15.0,23.5,15.8,11.5,12.6
4035,Couilly-Pont-aux-Dames,17.5,28.5,16.2,12.5,13.1
4036,Coulommiers,12.6,24.3,14.3,10.4,11.0
4037,Coupvray,17.9,26.0,16.9,12.1,13.5
4038,Courtry,16.5,25.1,16.5,12.6,12.5
4039,Crécy-la-Chapelle,15.8,25.1,15.9,11.8,12.5
4040,Crégy-lès-Meaux,14.4,22.9,15.4,11.5,12.4
4041,Croissy-Beaubourg,18.9,26.9,17.2,12.5,12.8
4042,Dammarie-les-Lys,13.5,23.0,14.6,10.8,11.1
4043,Dammartin-en-Goële,16.0,25.4,16.2,12.2,12.8
4044,Dampmart,16.3,25.8,17.0,11.8,12.2
4045,Donnemarie-Dontilly,13.6,21.1,16.0,10.5,12.4
4046,Égreville,13.9,25.0,15.4,10.8,11.7
4047,Émerainville,16.0,23.7,15.7,12.0,11.9
4048,Esbly,15.9,24.1,15.5,12.0,12.8
4049,Évry-Grégy-sur-Yerre,17.5,25.2,16.9,13.0,14.0
4050,Faremoutiers,14.4,23.1,15.7,11.5,11.9
4051,Ferrières-en-Brie,16.3,24.2,15.3,11.8,12.3
4052,La Ferté-Gaucher,11.7,22.1,14.0,10.0,11.1
4053,La Ferté-sous-Jouarre,13.4,23.5,14.7,10.6,11.6
4054,Fontainebleau,20.0,33.9,15.5,11.6,12.2
4055,Fontenay-Trésigny,14.1,22.7,15.4,11.6,11.6
4056,La Grande-Paroisse,15.0,23.9,15.0,11.3,12.1
4057,Gretz-Armainvilliers,14.3,24.1,15.2,11.2,11.7
4058,Grisy-Suisnes,17.7,26.6,17.3,12.4,12.7
4059,Guérard,15.9,26.5,15.9,11.6,11.5
4060,Guignes,13.9,23.2,14.8,11.4,12.0
4061,Héricy,19.1,28.1,16.3,13.3,13.3
4062,Jouarre,14.2,24.3,15.1,11.0,12.5
4063,Jouy-sur-Morin,13.5,23.6,15.4,10.7,12.1
4064,Juilly,14.2,22.6,15.6,11.4,12.1
4065,Lagny-sur-Marne,15.9,26.7,15.3,11.7,11.9
4066,Lésigny,21.0,31.5,17.6,13.5,13.8
4067,Lieusaint,14.2,21.3,15.1,11.3,12.0
4068,Lizy-sur-Ourcq,12.3,22.5,14.3,10.9,11.3
4069,Lognes,13.9,21.3,14.7,11.2,11.2
4070,Longperrier,14.9,23.8,16.1,12.0,12.3
4071,Magny-le-Hongre,18.1,28.2,16.2,11.7,12.9
4072,Mareuil-lès-Meaux,16.1,25.9,15.1,12.6,12.7
4073,Meaux,12.8,22.8,14.4,10.6,11.1
4074,Le Mée-sur-Seine,12.8,23.2,14.5,10.7,11.0
4075,Melun,13.1,22.7,14.3,10.6,10.8
4076,Mitry-Mory,14.4,23.1,15.7,11.6,12.2
4077,Moissy-Cramayel,14.0,22.4,15.1,11.2,11.6
4078,Montcourt-Fromonville,15.8,24.7,15.8,11.8,12.4
4079,Montereau-Fault-Yonne,11.9,21.0,14.1,10.2,10.9
4080,Montévrain,15.4,24.6,15.1,11.3,12.1
4081,Montigny-sur-Loing,17.8,28.5,16.5,11.6,12.7
4082,Montry,16.2,23.9,15.8,12.5,12.9
4083,Moret-sur-Loing,16.3,26.0,15.7,11.5,12.3
4084,Mormant,13.7,23.2,15.5,11.0,12.0
4085,Mouroux,14.7,24.8,15.3,11.3,12.7
4086,Moussy-le-Neuf,16.4,23.4,17.3,13.2,12.6
4087,Nandy,14.8,23.6,16.1,11.4,12.2
4088,Nangis,13.1,22.5,15.8,10.5,11.9
4089,Nanteuil-lès-Meaux,15.0,24.3,15.8,11.3,12.5
4090,Nemours,12.7,23.0,14.6,10.4,11.1
4091,Chauconin-Neufmontiers,16.4,25.1,15.2,12.5,14.5
4092,Noisiel,13.8,22.4,15.0,10.9,11.2
4093,Oissery,15.4,23.0,16.5,12.3,12.9
4094,Othis,15.7,24.0,16.7,12.4,12.7
4095,Ozoir-la-Ferrière,16.9,27.1,16.3,11.9,12.3
4096,Perthes,18.2,30.1,17.4,12.3,12.1
4097,Pommeuse,15.2,25.5,15.3,11.4,12.6
4098,Pomponne,16.8,29.4,15.9,11.6,12.4
4099,Pontault-Combault,14.8,23.5,15.5,11.5,12.1
4100,Pontcarré,16.6,24.1,16.0,12.1,12.7
4101,Presles-en-Brie,15.9,24.3,15.6,11.9,12.8
4102,Pringy,15.3,24.1,15.8,12.1,12.3
4103,Provins,13.0,26.7,14.8,9.9,11.0
4104,Quincy-Voisins,15.8,25.3,15.7,11.7,12.6
4105,Rebais,12.4,22.4,14.2,10.1,11.3
4106,La Rochette,17.3,26.7,15.8,11.9,11.6
4107,Roissy-en-Brie,14.6,22.7,15.5,11.5,12.0
4108,Rozay-en-Brie,14.7,24.1,15.8,11.2,12.6
4109,Saint-Fargeau-Ponthierry,15.8,26.4,15.7,11.6,12.4
4110,Saint-Germain-Laval,14.0,23.7,15.2,10.9,12.3
4111,Saint-Germain-sur-Morin,17.2,26.6,15.6,12.3,13.6
4112,Saint-Mammès,14.9,24.1,15.6,11.2,12.5
4113,Saint-Mard,15.6,23.3,16.7,12.5,12.9
4114,Saint-Pathus,15.9,24.1,16.4,12.5,13.1
4115,Saint-Pierre-lès-Nemours,14.9,24.4,15.7,11.5,12.6
4116,Saint-Soupplets,14.7,23.7,15.8,11.8,12.6
4117,Saint-Thibault-des-Vignes,17.0,27.0,15.6,11.9,12.4
4118,Samois-sur-Seine,23.6,34.3,17.3,13.0,14.5
4119,Samoreau,17.9,27.9,16.5,12.1,13.3
4120,Savigny-le-Temple,14.0,22.7,15.1,11.1,11.6
4121,Serris,14.4,24.0,14.9,10.9,11.6
4122,Servon,19.5,31.1,16.8,13.0,13.6
4123,Soignolles-en-Brie,16.4,27.5,16.1,12.3,12.7
4124,Souppes-sur-Loing,13.3,23.6,15.0,10.8,11.8
4125,Thomery,19.1,29.5,15.8,12.1,12.5
4126,Thorigny-sur-Marne,15.8,25.4,15.5,11.8,12.2
4127,Torcy,13.8,22.1,14.8,11.0,11.3
4128,Tournan-en-Brie,15.4,24.8,16.5,11.7,11.7
4129,Trilport,15.0,24.2,15.7,11.5,12.5
4130,Vaires-sur-Marne,16.5,26.0,16.2,12.0,12.2
4131,Varennes-sur-Seine,12.8,21.5,14.7,10.4,11.6
4132,Vaux-le-Pénil,16.3,25.6,16.3,12.0,12.2
4133,Veneux-les-Sablons,17.9,28.2,16.1,12.0,12.4
4134,Verneuil-l'Étang,14.4,23.2,15.7,11.4,12.1
4135,Vernou-la-Celle-sur-Seine,14.9,24.7,16.1,11.4,12.5
4136,Vert-Saint-Denis,15.7,24.8,16.2,11.6,12.7
4137,Villenoy,13.8,22.5,15.2,11.2,11.0
4138,Villeparisis,14.2,23.0,15.3,11.5,12.1
4139,Villevaudé,17.6,27.3,16.1,12.9,12.7
4140,Vulaines-sur-Seine,20.3,29.2,17.3,13.0,14.6
4141,Ablis,15.8,24.3,16.1,11.7,12.2
4142,Achères,15.8,24.9,15.1,11.5,12.2
4143,Andrésy,19.1,27.1,16.2,12.9,12.4
4144,Aubergenville,14.4,24.5,15.6,11.2,12.1
4145,Bailly,26.8,35.2,19.1,13.4,16.2
4146,Beynes,18.2,27.0,16.1,12.1,12.6
4147,Bois-d'Arcy,17.2,25.5,15.9,12.1,12.2
4148,Bonnières-sur-Seine,13.6,23.2,15.5,10.6,11.9
4149,Bouafle,17.5,27.1,16.3,11.9,13.8
4150,Bougival,23.9,34.2,16.9,12.7,14.5
4151,Buc,23.7,32.0,16.7,13.4,14.8
4152,Buchelay,15.1,24.7,15.5,11.4,12.2
4153,Carrières-sous-Poissy,15.4,24.3,15.2,11.3,11.5
4154,Carrières-sur-Seine,21.7,29.9,17.1,13.0,13.0
4155,La Celle-Saint-Cloud,25.1,37.1,17.3,12.7,14.9
4156,Chambourcy,33.7,39.2,54.6,13.8,19.0
4157,Chanteloup-les-Vignes,13.7,24.7,15.2,10.8,11.0
4158,Chatou,24.5,33.7,17.4,14.0,15.0
4159,Le Chesnay,24.6,34.8,17.4,12.9,14.7
4160,Chevreuse,23.7,34.7,16.5,12.7,13.8
4161,Les Clayes-sous-Bois,16.3,26.0,15.3,11.6,12.1
4162,Coignières,13.8,24.0,14.8,10.9,11.2
4163,Conflans-Sainte-Honorine,17.2,25.8,15.7,12.0,12.3
4164,Croissy-sur-Seine,32.7,42.8,18.9,14.9,20.8
4165,Ecquevilly,17.1,26.7,16.1,11.9,12.4
4166,Élancourt,16.5,24.8,15.7,11.9,12.0
4167,Épône,16.3,26.5,15.6,11.8,12.2
4168,Les Essarts-le-Roi,19.2,29.6,16.3,12.2,12.2
4169,L'Étang-la-Ville,33.6,42.0,19.8,15.9,24.4
4170,Feucherolles,38.7,47.8,29.0,15.5,25.1
4171,Flins-sur-Seine,15.9,24.9,17.0,11.6,12.6
4172,Fontenay-le-Fleury,17.2,25.9,15.6,11.8,12.1
4173,Fourqueux,38.6,45.9,19.1,16.5,46.3
4174,Freneuse,14.3,24.1,16.0,11.0,12.2
4175,Gambais,21.5,31.0,17.5,12.5,12.5
4176,Garancières,19.3,29.3,15.6,12.7,12.6
4177,Gargenville,15.4,25.1,15.9,11.4,12.4
4178,Guerville,16.1,25.0,15.9,12.3,12.6
4179,Guyancourt,17.9,26.1,15.7,11.9,12.5
4180,Hardricourt,15.8,26.3,15.8,11.5,12.0
4181,Houdan,14.5,25.4,14.4,11.0,11.6
4182,Houilles,19.1,26.5,16.1,12.6,12.5
4183,Issou,14.7,22.4,15.4,11.3,13.0
4184,Jouars-Pontchartrain,21.5,29.2,17.1,12.4,13.8
4185,Jouy-en-Josas,26.9,34.0,19.2,13.8,20.7
4186,Juziers,16.8,28.2,15.9,11.8,12.6
4187,Limay,13.2,22.8,15.2,10.7,11.7
4188,Louveciennes,29.7,40.3,19.2,12.8,19.3
4189,Magnanville,15.5,24.7,15.5,11.9,12.6
4190,Magny-les-Hameaux,19.3,28.3,16.5,12.1,13.0
4191,Maisons-Laffitte,26.1,34.7,17.5,13.6,15.1
4192,Mantes-la-Jolie,12.8,22.7,14.3,10.6,10.9
4193,Mantes-la-Ville,13.7,23.0,15.0,11.0,11.7
4194,Mareil-Marly,34.5,42.3,19.6,15.5,27.5
4195,Marly-le-Roi,22.2,31.4,17.4,12.7,12.7
4196,Maule,20.9,33.5,16.7,11.8,12.4
4197,Maurecourt,18.9,27.8,16.0,13.0,13.0
4198,Maurepas,16.9,26.1,15.7,11.7,12.4
4199,Le Mesnil-le-Roi,26.6,37.1,18.2,14.2,17.2
4200,Le Mesnil-Saint-Denis,21.8,29.5,16.5,13.7,13.8
4201,Meulan-en-Yvelines,14.3,23.8,14.9,10.9,11.9
4202,Mézières-sur-Seine,17.1,26.0,16.1,12.8,13.4
4203,Montesson,22.6,31.2,17.6,13.0,14.1
4204,Montfort-l'Amaury,25.0,40.1,16.3,12.9,13.3
4205,Montigny-le-Bretonneux,19.5,26.2,16.1,12.5,13.3
4206,Morainvilliers,28.6,37.0,18.8,14.4,17.2
4207,Les Mureaux,12.4,22.0,14.5,10.5,11.0
4208,Neauphle-le-Château,20.9,30.1,16.3,12.4,14.3
4209,Noisy-le-Roi,30.0,39.7,18.9,14.2,16.6
4210,Orgerus,18.7,27.8,16.1,12.0,12.4
4211,Orgeval,29.3,39.9,18.0,13.4,18.9
4212,Le Pecq,22.6,32.0,17.2,12.9,15.0
4213,Le Perray-en-Yvelines,18.1,27.5,16.0,12.1,12.9
4214,Plaisir,16.5,25.8,15.5,11.6,11.9
4215,Poissy,16.7,25.9,15.5,11.4,11.7
4216,Porcheville,14.6,23.5,16.5,11.5,12.3
4217,Le Port-Marly,19.3,29.1,16.8,12.2,13.9
4218,La Queue-les-Yvelines,18.9,29.7,15.5,12.2,13.1
4219,Rambouillet,18.1,28.1,15.6,11.7,12.2
4220,Rocquencourt,24.8,34.7,17.6,13.9,13.9
4221,Rosny-sur-Seine,14.8,24.0,15.4,11.7,12.3
4222,Saint-Arnoult-en-Yvelines,19.3,28.8,17.7,12.5,12.7
4223,Saint-Cyr-l'École,17.1,24.9,15.2,11.6,11.8
4224,Saint-Germain-en-Laye,28.0,36.9,31.5,13.3,16.2
4225,Saint-Nom-la-Bretèche,43.3,51.5,37.2,15.6,33.5
4226,Saint-Rémy-lès-Chevreuse,24.3,32.4,17.4,14.3,15.3
4227,Sartrouville,16.0,24.8,15.4,11.5,11.9
4228,Septeuil,19.1,30.2,16.9,12.2,12.8
4229,Trappes,12.2,20.8,14.1,10.4,10.8
4230,Triel-sur-Seine,19.9,29.4,16.3,12.6,13.1
4231,Vaux-sur-Seine,19.4,29.3,16.7,12.0,13.0
4232,Vélizy-Villacoublay,18.6,26.6,17.0,12.5,12.6
4233,Verneuil-sur-Seine,20.0,29.5,16.4,12.4,13.4
4234,Vernouillet,20.9,31.5,16.7,12.2,12.4
4235,La Verrière,13.4,24.7,14.7,10.6,11.0
4236,Versailles,24.7,33.9,16.7,13.4,16.1
4237,Le Vésinet,36.3,46.7,19.9,15.1,22.0
4238,Villennes-sur-Seine,32.0,41.6,18.5,14.3,20.3
4239,Villepreux,18.8,28.2,16.3,12.0,13.1
4240,Villiers-Saint-Frédéric,21.4,27.8,16.8,13.7,17.1
4241,Viroflay,24.2,31.0,17.0,13.1,14.1
4242,Voisins-le-Bretonneux,24.4,31.1,17.0,13.2,16.5
4243,Aiffres,14.3,24.8,14.9,11.4,10.1
4244,Airvault,11.9,23.0,14.0,10.5,10.8
4245,La Crèche,14.0,23.3,14.4,11.4,10.9
4246,Bressuire,11.9,22.7,13.3,10.4,10.1
4247,Celles-sur-Belle,12.2,23.5,13.6,10.8,10.2
4248,Cerizay,11.1,22.3,13.3,9.9,10.2
4249,Mauléon,11.6,21.1,13.0,10.0,10.4
4250,Châtillon-sur-Thouet,11.7,21.2,13.9,10.6,10.2
4251,Chauray,14.7,22.7,14.5,11.4,10.7
4252,Chef-Boutonne,10.9,18.7,13.7,9.7,10.0
4253,Coulon,15.0,26.3,14.8,11.5,10.7
4254,Coulonges-sur-l'Autize,12.6,23.1,13.7,10.6,10.2
4255,Échiré,14.9,23.6,14.9,11.4,10.8
4256,La Forêt-sur-Sèvre,11.1,21.2,13.1,9.6,10.3
4257,Frontenay-Rohan-Rohan,14.3,23.8,14.9,11.2,10.6
4258,Magné,15.8,26.7,15.3,11.3,11.0
4259,Mauzé-sur-le-Mignon,12.8,21.4,13.5,10.1,10.6
4260,Mauzé-Thouarsais,11.1,18.9,12.9,10.2,10.2
4261,Melle,11.9,22.7,15.0,10.3,9.5
4262,Moncoutant,11.5,21.6,13.7,10.1,10.2
4263,Mougon,13.8,22.1,15.1,11.2,10.7
4264,Niort,14.9,25.0,14.7,11.1,10.3
4265,Nueil-les-Aubiers,11.2,22.2,13.1,9.8,10.1
4266,Parthenay,11.6,22.0,13.2,10.1,9.8
4267,Prahecq,13.2,22.3,14.3,10.6,10.4
4268,Saint-Maixent-l'École,11.5,24.3,13.3,10.1,9.8
4269,Saint-Varent,11.6,21.2,12.8,10.8,10.7
4270,Le Tallud,11.1,19.3,13.7,10.5,9.2
4271,Thouars,12.0,29.4,13.4,10.0,10.0
4272,Vouillé,15.4,24.2,15.0,11.6,11.4
4273,Abbeville,11.9,24.0,13.7,9.8,10.2
4274,Ailly-sur-Noye,13.3,23.0,14.6,10.8,10.8
4275,Ailly-sur-Somme,12.1,19.9,14.1,10.2,11.3
4276,Airaines,11.9,24.3,14.0,9.9,10.7
4277,Albert,12.4,21.0,14.2,10.0,11.7
4278,Amiens,13.0,22.9,13.5,10.0,10.6
4279,Beauval,12.2,25.1,13.2,10.0,11.7
4280,Boves,14.2,22.7,14.8,10.7,11.2
4281,Camon,13.7,22.9,14.4,9.9,11.4
